Catalog_Number,Date,TD_Greatest_Eclipse,Delta_T,Saros,Type,Type_Full,Gamma,Penumbral_Magnitude,Umbral_Magnitude,Penumbral_Duration_Min,Partial_Duration_Min,Total_Duration_Min,Zenith_Latitude,Zenith_Longitude,P1_UTC_ms,U1_UTC_ms,U2_UTC_ms,Max_UTC_ms,U3_UTC_ms,U4_UTC_ms,P4_UTC_ms
09879,2101-02-14,02:50:00,205,125,T,T,0.3584,2.2184,1.1825,339.4,208.4,63.4,13,-38,4137782213000,4137786143000,4137790493000,4137792395000,4137794297000,4137798647000,4137802577000
09880,2101-08-09,08:25:33,206,130,T,T,-0.2864,2.3189,1.3458,324.4,208.4,80.7,-16,-124,4153009195000,4153012675000,4153016506000,4153018927000,4153021348000,4153025179000,4153028659000
09881,2102-02-03,07:18:21,207,135,T,T,-0.3514,2.2585,1.1686,363.2,217.5,63.6,16,-105,4168383198000,4168387569000,4168392186000,4168394094000,4168396002000,4168400619000,4168404990000
09882,2102-07-30,00:29:10,209,140,T,T,0.4586,1.9873,1.0451,303,189.5,31.3,-18,-5,4183653251000,4183656656000,4183661402000,4183662341000,4183663280000,4183668026000,4183671431000
09884,2103-06-20,09:36:11,211,112,N,N,-1.3492,0.3704,-0.6062,163.9,0,0,-25,-143,4211770243000,,,4211775160000,,,4211780077000
09885,2103-07-19,17:28:43,211,150,N,N,1.2002,0.6328,-0.322,203.4,0,0,-20,100,4214303010000,,,4214309112000,,,4214315214000
09886,2103-12-13,16:51:37,212,117,N,N,1.2239,0.6287,-0.4042,216.3,0,0,24,106,4227001196000,,,4227007685000,,,4227014174000
09887,2104-06-08,19:38:40,213,122,P,P,-0.6362,1.7069,0.6746,325.9,176.8,0,-23,66,4242387130000,4242391603000,,4242396907000,,4242402211000,4242406684000
09888,2104-12-02,04:58:11,214,127,P,P,0.491,1.9476,0.9661,308.2,186.5,0,22,-76,4257627631000,4257631282000,,4257636877000,,4257642472000,4257646123000
09889,2105-05-28,22:34:06,215,132,T,T+,0.1227,2.6687,1.5976,373.1,233.9,102.3,-21,22,4272981838000,4272986014000,4272989962000,4272993031000,4272996100000,4273000048000,4273004224000
09890,2105-11-21,20:42:00,216,137,T,T-,-0.1874,2.4976,1.5301,317.3,207.3,90.4,20,47,4288269585000,4288272885000,4288276392000,4288279104000,4288281816000,4288285323000,4288288623000
09891,2106-05-17,23:06:43,218,142,P,P,0.8677,1.2975,0.2345,308.4,114.5,0,-19,13,4303571333000,4303577150000,,4303580585000,,4303584020000,4303589837000
09892,2106-11-11,11:22:14,219,147,P,P,-0.8947,1.2153,0.2171,272.8,101.7,0,16,-174,4318909331000,4318914464000,,4318917515000,,4318920566000,4318925699000
09893,2107-04-07,17:30:11,220,114,N,N,-1.1382,0.7671,-0.2283,228.7,0,0,-8,99,4331633530000,,,4331640391000,,,4331647252000
09894,2107-05-07,04:30:24,220,152,N,Nb,1.5588,0.0058,-1.0103,22.2,0,0,-15,-67,4334184938000,,,4334185604000,,,4334186270000
09895,2107-10-02,05:23:19,221,119,N,N,1.1997,0.6911,-0.3775,239.2,0,0,4,-83,4346968802000,,,4346975978000,,,4346983154000
09896,2108-03-27,08:06:28,222,124,T,T,-0.3982,2.1076,1.1467,309,194.8,54.7,-3,-119,4362269296000,4362272722000,4362276925000,4362278566000,4362280207000,4362284410000,4362287836000
09897,2108-09-20,05:47:11,223,129,P,P,0.4884,2.003,0.9213,357.6,205.1,0,-1,-88,4377552280000,4377556855000,,4377563008000,,4377569161000,4377573736000
09898,2109-03-17,00:22:28,224,134,T,T,0.2962,2.2989,1.3296,316.4,203.3,77.5,2,-2,4392913232000,4392916625000,4392920399000,4392922724000,4392925049000,4392928823000,4392932216000
09899,2109-09-09,07:43:03,226,139,T,T-,-0.2608,2.4024,1.3568,355.2,221.6,85.6,-6,-115,4408144901000,4408148909000,4408152989000,4408155557000,4408158125000,4408162205000,4408166213000
09900,2110-03-06,13:37:20,227,144,N,N,1.0345,0.9686,-0.0491,256.4,0,0,7,160,4423548321000,,,4423556013000,,,4423563705000
09901,2110-08-29,16:38:48,228,149,P,P,-0.9893,1.0365,0.0488,258.6,49.8,0,-10,112,4438765542000,4438771806000,,4438773300000,,4438774794000,4438781058000
09902,2111-01-25,02:03:07,229,116,N,N,-1.1833,0.7371,-0.363,250.8,0,0,18,-27,4451586834000,,,4451594358000,,,4451601882000
09903,2111-07-21,00:53:17,230,121,P,P,0.8362,1.2938,0.353,266.3,123.2,0,-20,-11,4466874978000,4466879271000,,4466882967000,,4466886663000,4466890956000
09904,2112-01-14,01:06:36,231,126,P,P,-0.5087,1.9735,0.8764,355.3,200.1,0,21,-14,4482165906000,4482170562000,,4482176565000,,4482182568000,4482187224000
09905,2112-07-09,17:19:51,232,131,T,T+,0.1055,2.6471,1.6814,326.9,215.1,98.4,-22,102,4497517952000,4497521306000,4497524807000,4497527759000,4497530711000,4497534212000,4497537566000
09906,2113-01-02,04:22:59,234,136,T,T+,0.1964,2.5221,1.4735,350.1,220.2,92.1,23,-64,4512763442000,4512767339000,4512771182000,4512773945000,4512776708000,4512780551000,4512784448000
09907,2113-06-29,04:55:26,235,141,P,P,-0.6887,1.6035,0.5849,315.1,165.2,0,-24,-72,4528145638000,4528150135000,,4528155091000,,4528160047000,4528164544000
09908,2113-12-22,14:58:42,236,146,P,P,0.8666,1.2644,0.2712,273.2,111.5,0,24,136,4543389490000,4543394341000,,4543397686000,,4543401031000,4543405882000
09909,2114-05-19,18:07:33,237,113,N,N,1.3611,0.3984,-0.677,190.1,0,0,-19,89,4556190513000,,,4556196216000,,,4556201919000
09910,2114-06-18,09:17:07,237,151,N,N,-1.4944,0.1478,-0.9157,117.4,0,0,-25,-138,4558752868000,,,4558756390000,,,4558759912000
09911,2114-11-12,19:59:33,238,118,N,N,-1.1533,0.727,-0.2439,214.9,0,0,17,58,4571489288000,,,4571495735000,,,4571502182000
09912,2114-12-12,06:09:26,238,156,N,N,1.4932,0.1026,-0.8666,85,0,0,25,-93,4574035378000,,,4574037928000,,,4574040478000
09913,2115-05-08,19:21:24,239,123,P,P,0.5996,1.7849,0.7311,336.9,185,0,-17,70,4586776138000,4586780695000,,4586786245000,,4586791795000,4586796352000
09914,2115-11-02,09:36:34,241,128,P,P,-0.4919,1.9611,0.9498,322.4,191.9,0,14,-147,4602120681000,4602124596000,,4602130353000,,4602136110000,4602140025000
09915,2116-04-27,02:41:18,242,133,T,T-,-0.1746,2.5388,1.5364,338.1,217.7,94.6,-14,-40,4617388093000,4617391705000,4617395398000,4617398236000,4617401074000,4617404767000,4617408379000
09916,2116-10-21,16:53:39,243,138,T,T+,0.2353,2.4586,1.3943,360.5,223.8,88.8,11,104,4632731361000,4632735462000,4632739512000,4632742176000,4632744840000,4632748890000,4632752991000
09917,2117-04-16,16:32:00,244,143,P,P,-0.8852,1.2139,0.253,263.7,106.6,0,-11,113,4648025765000,4648030478000,,4648033676000,,4648036874000,4648041587000
09918,2117-10-10,17:47:12,245,148,P,P,0.9675,1.1274,0.0387,298.5,48.4,0,8,91,4663322032000,4663329535000,,4663330987000,,4663332439000,4663339942000
09919,2118-03-07,23:33:04,246,115,N,N,1.0496,0.9228,-0.0588,240.8,0,0,6,11,4676131714000,,,4676138938000,,,4676146162000
09920,2118-08-31,04:51:45,247,120,N,N,-1.1543,0.754,-0.274,238.5,0,0,-10,-71,4691357303000,,,4691364458000,,,4691371613000
09921,2119-02-25,11:05:13,249,125,T,T,0.3765,2.1857,1.149,339.5,207.4,58.1,10,-162,4706755879000,4706759842000,4706764321000,4706766064000,4706767807000,4706772286000,4706776249000
09922,2119-08-20,15:51:55,250,130,T,T,-0.3538,2.1946,1.2227,320.3,203.1,67.3,-13,124,4721980056000,4721983572000,4721987646000,4721989665000,4721991684000,4721995758000,4721999274000
09923,2120-02-14,15:17:20,251,135,T,T,-0.3371,2.2848,1.195,364.6,219.1,67.9,13,135,4737355851000,4737360216000,4737364752000,4737366789000,4737368826000,4737373362000,4737377727000
09924,2120-08-09,08:01:32,252,140,T,T,0.3875,2.1182,1.1751,307.1,195.9,59.3,-15,-118,4752624227000,4752627563000,4752631661000,4752633440000,4752635219000,4752639317000,4752642653000
09926,2121-06-30,16:49:52,254,112,N,N,-1.4272,0.2286,-0.7505,131,0,0,-25,110,4780741208000,,,4780745138000,,,4780749068000
09927,2121-07-30,00:52:44,255,150,N,N,1.1312,0.761,-0.1968,220.8,0,0,-17,-11,4783273085000,,,4783279709000,,,4783286333000
09928,2121-12-24,01:22:13,256,117,N,N,1.2261,0.6238,-0.4071,214.8,0,0,25,-20,4795975833000,,,4795982277000,,,4795988721000
09929,2122-06-20,02:27:47,257,122,P,P,-0.7177,1.5584,0.524,318.3,160.2,0,-24,-35,4811355861000,4811360604000,,4811365410000,,4811370216000,4811374959000
09930,2122-12-13,13:42:41,258,127,P,P,0.4979,1.9349,0.9536,307.1,185.4,0,24,154,4826603090000,4826606741000,,4826612303000,,4826617865000,4826621516000
09931,2123-06-09,05:06:28,259,132,T,T+,0.0406,2.8189,1.7487,374.3,235.7,106.1,-23,-76,4841949300000,4841953458000,4841957346000,4841960529000,4841963712000,4841967600000,4841971758000
09932,2123-12-03,05:24:09,261,137,T,T-,-0.1755,2.5208,1.5507,318,207.7,91.4,22,-83,4857244848000,4857248157000,4857251646000,4857254388000,4857257130000,4857260619000,4857263928000
09933,2124-05-28,05:50:59,262,142,P,P,0.7913,1.4356,0.377,318.4,141.9,0,-21,-87,4872539245000,4872544540000,,4872548797000,,4872553054000,4872558349000
09934,2124-11-21,19:47:21,263,147,P,P,-0.8808,1.2434,0.2401,276.1,106.9,0,19,61,4887883495000,4887888571000,,4887891778000,,4887894985000,4887900061000
09935,2125-04-18,01:18:48,264,114,N,N,-1.1791,0.689,-0.3005,217.5,0,0,-12,-19,4900605939000,,,4900612464000,,,4900618989000
09936,2125-05-17,11:46:31,264,152,N,N,1.4923,0.1249,-0.8854,100.9,0,0,-18,-176,4903152700000,,,4903155727000,,,4903158754000
09937,2125-10-12,12:43:06,265,119,N,N,1.2476,0.6061,-0.4679,226.6,0,0,9,167,4915939523000,,,4915946321000,,,4915953119000
09938,2126-04-07,16:17:55,266,124,T,T,-0.4346,2.039,1.0817,306.3,191.5,41.6,-7,117,4931242820000,4931246264000,4931250761000,4931252009000,4931253257000,4931257754000,4931261198000
09939,2126-10-01,12:49:48,268,129,P,P,0.5446,1.9011,0.8169,353.1,196.7,0,4,166,4946521727000,4946526419000,,4946532320000,,4946538221000,4946542913000
09940,2127-03-28,08:40:17,269,134,T,T+,0.2664,2.3531,1.3849,318,205.5,82.3,-3,-128,4961887008000,4961890383000,4961894079000,4961896548000,4961899017000,4961902713000,4961906088000
09941,2127-09-20,14:56:04,270,139,T,T-,-0.2007,2.5126,1.4672,356.2,224.2,93.5,-1,136,4977114808000,4977118768000,4977122689000,4977125494000,4977128299000,4977132220000,4977136180000
09943,2128-09-09,00:10:30,273,149,P,P,-0.9266,1.1513,0.1642,268.2,89.6,0,-6,-2,5007736311000,5007741669000,,5007744357000,,5007747045000,5007752403000
09944,2129-02-04,10:02:24,274,116,N,N,-1.1959,0.714,-0.3858,247.6,0,0,15,-146,5020559642000,,,5020567070000,,,5020574498000
09945,2129-07-31,08:24:31,275,121,P,P,0.907,1.1644,0.2224,256.5,99.7,0,-17,-123,5035846301000,5035851005000,,5035853996000,,5035856987000,5035861691000
09946,2130-01-24,09:10:19,276,126,P,P,-0.5173,1.9565,0.8619,353.7,198.7,0,19,-134,5051138932000,5051143582000,,5051149543000,,5051155504000,5051160154000
09947,2130-07-21,00:38:56,277,131,T,T+,0.1803,2.5114,1.5426,326.6,213.4,93.5,-20,-7,5066488261000,5066491657000,5066495254000,5066498059000,5066500864000,5066504461000,5066507857000
09948,2131-01-13,12:49:59,279,136,T,T+,0.1914,2.5296,1.4842,348.9,219.8,92.5,22,171,5081737853000,5081741726000,5081745545000,5081748320000,5081751095000,5081754914000,5081758787000
09949,2131-07-10,11:47:56,280,141,P,P,-0.6107,1.7483,0.7265,324.5,180.4,0,-23,-174,5097114061000,5097118384000,,5097123796000,,5097129208000,5097133531000
09950,2132-01-02,23:44:22,281,146,P,P,0.8604,1.275,0.2835,273.4,113.6,0,24,6,5112364979000,5112369773000,,5112373181000,,5112376589000,5112381383000
09951,2132-05-30,00:42:50,282,113,N,N,1.438,0.2563,-0.8169,154.4,0,0,-21,-10,5125159256000,,,5125163888000,,,5125168520000
09952,2132-06-28,15:45:35,282,151,N,N,-1.4127,0.2981,-0.7663,164.7,0,0,-24,126,5127718712000,,,5127723653000,,,5127728594000
09953,2132-11-23,04:35:10,283,118,N,N,-1.1707,0.6968,-0.2776,211.4,0,0,19,-71,5140464285000,,,5140470627000,,,5140476969000
09954,2132-12-22,14:59:51,283,156,N,N,1.4873,0.1138,-0.8564,89.5,0,0,25,136,5143011023000,,,5143013708000,,,5143016393000
09955,2133-05-19,02:16:19,284,123,P,P,0.6688,1.6553,0.6067,328.4,171.6,0,-19,-34,5155745243000,5155749947000,,5155755095000,,5155760243000,5155764947000
09956,2133-11-12,17:50:08,286,128,P,P,-0.5157,1.9203,0.9033,322.2,189.3,0,17,90,5171094256000,5171098243000,,5171103922000,,5171109601000,5171113588000
09957,2134-05-08,10:10:41,287,133,T,T-,-0.1152,2.6447,1.6482,337.6,219,98.8,-17,-152,5186359026000,5186362584000,5186366190000,5186369154000,5186372118000,5186375724000,5186379282000
09958,2134-11-02,00:34:20,288,138,T,T+,0.2022,2.5222,1.4521,363.1,225.9,93,15,-12,5201702879000,5201706995000,5201710982000,5201713772000,5201716562000,5201720549000,5201724665000
09959,2135-04-28,00:26:35,289,143,P,P,-0.8344,1.3051,0.3483,269.9,123.2,0,-15,-6,5216998009000,5217002410000,,5217006106000,,5217009802000,5217014203000
09960,2135-10-22,01:06:05,291,148,P,P,0.9242,1.2085,0.1164,306.6,83.1,0,12,-20,5232292076000,5232298781000,,5232301274000,,5232303767000,5232310472000
09961,2136-03-18,07:53:55,292,115,N,N,1.0778,0.8707,-0.1103,235.6,0,0,2,-115,5245105875000,,,5245112943000,,,5245120011000
09962,2136-04-16,17:08:45,292,153,N,Nb,-1.5241,0.0396,-0.9174,53.3,0,0,-12,103,5247650234000,,,5247651833000,,,5247653432000
09963,2136-09-10,12:05:06,293,120,N,N,-1.2134,0.6452,-0.3821,222.2,0,0,-6,180,5260327747000,,,5260334413000,,,5260341079000
09964,2137-03-07,19:13:43,294,125,T,T,0.3992,2.1441,1.1069,339.3,205.8,50,5,76,5275729150000,5275733155000,5275737829000,5275739329000,5275740829000,5275745503000,5275749508000
09965,2137-08-30,23:24:05,296,130,T,T,-0.4171,2.0782,1.1069,315.9,197.1,48.3,-9,11,5290951272000,5290954836000,5290959300000,5290960749000,5290962198000,5290966662000,5290970226000
09966,2138-02-24,23:09:56,297,135,T,T,-0.3178,2.3198,1.2306,366.1,221.1,73.1,9,17,5306328116000,5306332466000,5306336906000,5306339099000,5306341292000,5306345732000,5306350082000
09967,2138-08-20,15:38:46,298,140,T,T,0.3204,2.2421,1.2977,310.4,200.9,74.3,-12,127,5321595516000,5321598801000,5321602599000,5321604828000,5321607057000,5321610855000,5321614140000
09969,2139-07-12,00:01:45,300,112,N,Ne,-1.5055,0.0866,-0.8957,81.9,0,0,-23,3,5349712548000,,,5349715005000,,,5349717462000
09970,2139-08-10,08:18:10,301,150,N,N,1.0638,0.8865,-0.0749,236,0,0,-15,-122,5352243309000,,,5352250389000,,,5352257469000
09971,2140-01-04,09:55:16,302,117,N,N,1.227,0.6209,-0.4075,213.6,0,0,24,-146,5364950606000,,,5364957014000,,,5364963422000
09972,2140-06-30,09:13:17,303,122,P,P,-0.8012,1.4064,0.3695,308.9,138.2,0,-24,-136,5380324427000,5380329548000,,5380333694000,,5380337840000,5380342961000
09973,2140-12-23,22:29:48,304,127,P,P,0.5028,1.9255,0.945,306.2,184.6,0,24,24,5395578698000,5395582346000,,5395587884000,,5395593422000,5395597070000
09974,2141-06-19,11:34:51,305,132,T,T-,-0.0446,2.8112,1.7415,374.4,235.9,106.1,-23,-172,5410916554000,5410920709000,5410924603000,5410927786000,5410930969000,5410934863000,5410939018000
09975,2141-12-13,14:10:16,307,137,T,T-,-0.1671,2.5374,1.5652,318.7,208.1,92,23,147,5426220348000,5426223666000,5426227149000,5426229909000,5426232669000,5426236152000,5426239470000
09976,2142-06-08,12:32:42,308,142,P,P,0.7118,1.5794,0.5247,327.2,163.2,0,-22,173,5441507038000,5441511958000,,5441516854000,,5441521750000,5441526670000
09977,2142-12-03,04:16:11,309,147,P,P,-0.8704,1.2648,0.2569,278.9,110.6,0,21,-65,5456857895000,5456862944000,,5456866262000,,5456869580000,5456874629000
09978,2143-04-29,09:01:22,310,114,N,N,-1.2256,0.6009,-0.383,204.1,0,0,-16,-135,5469578049000,,,5469584172000,,,5469590295000
09979,2143-05-28,18:59:24,311,152,N,N,1.4219,0.2513,-0.7536,140.9,0,0,-20,76,5472121426000,,,5472125653000,,,5472129880000
09980,2143-10-23,20:10:38,312,119,N,N,1.2885,0.5336,-0.5457,214.8,0,0,13,54,5484910682000,,,5484917126000,,,5484923570000
09981,2144-04-18,00:20:29,313,124,T,T,-0.4787,1.9563,1.0026,302.9,187,7.6,-11,-4,5500215829000,5500219306000,5500224688000,5500224916000,5500225144000,5500230526000,5500234003000
09982,2144-10-11,20:02:14,314,129,P,P,0.593,1.8136,0.7269,348.7,188.3,0,8,57,5515491759000,5515496571000,,5515502220000,,5515507869000,5515512681000
09983,2145-04-07,16:48:09,315,134,T,T+,0.2285,2.4221,1.455,319.7,207.9,87.3,-7,110,5530860183000,5530863537000,5530867155000,5530869774000,5530872393000,5530876011000,5530879365000
09984,2145-09-30,22:19:51,317,139,T,T-,-0.1486,2.6083,1.5628,356.5,225.7,98.2,3,24,5546085379000,5546089303000,5546093128000,5546096074000,5546099020000,5546102845000,5546106769000
09985,2146-03-28,05:44:28,318,144,P,P,0.9832,1.0629,0.0448,267.6,48.6,0,-2,-83,5561493922000,5561500492000,,5561501950000,,5561503408000,5561509978000
09986,2146-09-20,07:51:28,319,149,P,P,-0.8707,1.2537,0.2669,275.9,112.3,0,-2,-118,5576707692000,5576712600000,,5576715969000,,5576719338000,5576724246000
09987,2147-02-15,17:57:14,320,116,N,N,-1.2114,0.6849,-0.4138,243.4,0,0,12,95,5589532212000,,,5589539514000,,,5589546816000
09988,2147-08-11,15:57:02,322,121,P,P,0.9765,1.0378,0.0941,245.8,66,0,-14,123,5604817726000,5604823120000,,5604825100000,,5604827080000,5604832474000
09989,2147-09-09,23:11:33,322,159,N,Nb,-1.5372,0.0123,-0.938,29.6,0,0,-7,13,5607355883000,,,5607356771000,,,5607357659000
09990,2148-02-04,17:13:45,323,126,P,P,-0.5265,1.938,0.8465,352,197.2,0,16,106,5620111942000,5620116586000,,5620122502000,,5620128418000,5620133062000
09991,2148-07-31,07:56:37,324,131,T,T+,0.2554,2.3755,1.403,325.7,210.4,85.3,-18,-116,5635458502000,5635461961000,5635465714000,5635468273000,5635470832000,5635474585000,5635478044000
09992,2149-01-23,21:17:23,325,136,T,T+,0.1859,2.5379,1.4962,347.6,219.6,93,19,45,5650712290000,5650716130000,5650719928000,5650722718000,5650725508000,5650729306000,5650733146000
09993,2149-07-20,18:38:11,327,141,P,P,-0.5315,1.8957,0.87,333.1,193.2,0,-21,84,5666082371000,5666086568000,,5666092364000,,5666098160000,5666102357000
09994,2150-01-13,08:31:35,328,146,P,P,0.8552,1.2834,0.2941,273.3,115.3,0,22,-124,5681340568000,5681345308000,,5681348767000,,5681352226000,5681356966000
09995,2150-06-10,07:14:48,329,113,N,Ne,1.5171,0.1101,-0.9612,102.4,0,0,-22,-107,5694128287000,,,5694131359000,,,5694134431000
09996,2150-07-09,22:13:22,329,151,N,N,-1.33,0.4505,-0.6151,199.9,0,0,-23,29,5696684876000,,,5696690873000,,,5696696870000
09997,2150-12-04,13:14:45,330,118,N,N,-1.1848,0.6727,-0.3051,208.7,0,0,21,160,5709439494000,,,5709445755000,,,5709452016000
09998,2151-01-02,23:51:26,330,156,N,N,1.4828,0.1225,-0.8484,92.8,0,0,24,4,5711986772000,,,5711989556000,,,5711992340000
09999,2151-05-30,09:09:10,331,123,P,P,0.7403,1.5216,0.478,318.6,155.1,0,-21,-136,5724714261000,5724719166000,,5724723819000,,5724728472000,5724733377000
10000,2151-11-24,02:08:13,332,128,P,P,-0.535,1.8875,0.8651,322.2,187,0,20,-34,5740068095000,5740072151000,,5740077761000,,5740083371000,5740087427000
10001,2152-05-18,17:35:13,333,133,T,T-,-0.0511,2.7597,1.7688,336.7,219.6,101.2,-20,97,5755329679000,5755333192000,5755336744000,5755339780000,5755342816000,5755346368000,5755349881000
10002,2152-11-12,08:21:47,334,138,T,T+,0.1753,2.5743,1.4989,365.4,227.5,95.8,18,-128,5770674811000,5770678948000,5770682899000,5770685773000,5770688647000,5770692598000,5770696735000
10003,2153-05-08,08:14:39,335,143,P,P,-0.7781,1.4065,0.4535,276.3,138.3,0,-18,-123,5785969855000,5785973995000,,5785978144000,,5785982293000,5785986433000
10004,2153-11-01,08:34:03,336,148,P,P,0.8881,1.2763,0.1811,313,102.7,0,15,-132,5801262717000,5801269026000,,5801272107000,,5801275188000,5801281497000
10005,2154-03-29,16:05:07,337,115,N,N,1.1135,0.8049,-0.1757,228.6,0,0,-3,122,5814079512000,,,5814086370000,,,5814093228000
10006,2154-04-28,01:04:33,337,153,N,N,-1.4784,0.1228,-0.8328,93.2,0,0,-15,-16,5816621540000,,,5816624336000,,,5816627132000
10007,2154-09-21,19:29:06,338,120,N,N,-1.2646,0.551,-0.4759,206.5,0,0,-2,68,5829298813000,,,5829305008000,,,5829311203000
10008,2154-10-21,09:26:08,338,158,N,Nb,1.556,0.0348,-1.0286,56.4,0,0,12,-145,5831859138000,,,5831860830000,,,5831862522000
10009,2155-03-19,03:12:45,339,125,T,T,0.4293,2.0892,1.0517,338.5,203.4,35.5,1,-45,5844701871000,5844705924000,5844710961000,5844712026000,5844713091000,5844718128000,5844722181000
10010,2155-09-11,07:03:11,340,130,T,T,-0.4752,1.9715,1.0003,311.4,190.7,2.6,-5,-105,5859922909000,5859926530000,5859932173000,5859932251000,5859932329000,5859937972000,5859941593000
10011,2156-03-07,06:54:14,341,135,T,T,-0.2922,2.3663,1.2782,367.7,223.5,79,5,-100,5875299882000,5875304208000,5875308543000,5875310913000,5875313283000,5875317618000,5875321944000
10012,2156-08-30,23:20:37,342,140,T,T+,0.2569,2.3595,1.4132,313,204.6,83.9,-8,11,5890567105000,5890570357000,5890573978000,5890576495000,5890579012000,5890582633000,5890585885000
10013,2157-02-24,06:16:36,343,145,P,P,-0.9868,1.0949,0.0005,294.2,5.6,0,9,-90,5905885427000,5905894085000,,5905894253000,,5905894421000,5905903079000
10014,2157-08-20,15:46:36,344,150,P,P,0.9992,1.007,0.0415,249.2,45.1,0,-11,125,5921213776000,5921219899000,,5921221252000,,5921222605000,5921228728000
10015,2158-01-14,18:29:52,345,117,N,N,1.2275,0.6184,-0.4068,212.5,0,0,22,87,5933925472000,,,5933931847000,,,5933938222000
10016,2158-07-11,15:55:51,346,122,P,P,-0.8859,1.2525,0.2126,297.8,107.6,0,-23,124,5949292871000,5949298577000,,5949301805000,,5949305033000,5949310739000
10017,2159-01-04,07:19:20,347,127,P,P,0.5061,1.9189,0.9394,305.4,183.9,0,23,-107,5964554451000,5964558096000,,5964563613000,,5964569130000,5964572775000
10018,2159-06-30,18:00:09,348,132,T,T-,-0.1322,2.6504,1.5809,373.4,234.1,102,-23,92,5979883659000,5979887838000,5979891801000,5979894861000,5979897921000,5979901884000,5979906063000
10019,2159-12-24,23:00:09,349,137,T,T-,-0.1619,2.5478,1.5737,319.2,208.4,92.4,23,16,5995196084000,5995199408000,5995202888000,5995205660000,5995208432000,5995211912000,5995215236000
10020,2160-06-18,19:10:10,350,142,P,P,0.628,1.7313,0.6804,335.2,180.8,0,-23,74,6010474604000,6010479236000,,6010484660000,,6010490084000,6010494716000
10021,2160-12-13,12:50:19,351,147,P,P,-0.865,1.2768,0.2646,280.8,112.4,0,22,167,6025832644000,6025837696000,,6025841068000,,6025844440000,6025849492000
10022,2161-05-09,16:38:03,352,114,N,N,-1.2776,0.5027,-0.4757,187.7,0,0,-19,111,6038549900000,,,6038555531000,,,6038561162000
10023,2161-06-08,02:08:54,352,152,N,N,1.3475,0.3853,-0.6146,171.5,0,0,-22,-31,6041090237000,,,6041095382000,,,6041100527000
10024,2161-11-03,03:45:49,353,119,N,N,1.3226,0.4736,-0.6107,204.1,0,0,16,-59,6053882273000,,,6053888396000,,,6053894519000
10025,2162-04-29,08:17:08,354,124,P,P,-0.528,1.8642,0.9137,298.9,181.3,0,-15,-124,6069188507000,6069192035000,,6069197474000,,6069202913000,6069206441000
10026,2162-10-23,03:23:58,356,129,P,P,0.634,1.7395,0.6504,344.6,180.3,0,12,-54,6084462344000,6084467273000,,6084472682000,,6084478091000,6084483020000
10027,2163-04-19,00:49:33,357,134,T,T+,0.1858,2.5,1.5338,321.5,210.2,91.8,-11,-11,6099832971000,6099836310000,6099839862000,6099842616000,6099845370000,6099848922000,6099852261000
10028,2163-10-12,05:51:53,358,139,T,T-,-0.1026,2.6927,1.6471,356.3,226.3,100.9,7,-90,6115056466000,6115060366000,6115064128000,6115067155000,6115070182000,6115073944000,6115077844000
10029,2164-04-07,13:34:34,359,144,P,P,0.9479,1.1278,0.1095,274.6,75.5,0,-6,159,6130465877000,6130471850000,,6130474115000,,6130476380000,6130482353000
10030,2164-09-30,15:40:32,360,149,P,P,-0.8209,1.3449,0.3581,282,128,0,2,124,6145679612000,6145684232000,,6145688072000,,6145691912000,6145696532000
10031,2165-02-26,01:44:02,361,116,N,N,-1.2329,0.6447,-0.4524,237.1,0,0,8,-22,6158504368000,,,6158511481000,,,6158518594000
10032,2165-08-21,23:34:21,362,121,N,N,1.0417,0.9193,-0.0269,234.5,0,0,-11,8,6173789464000,,,6173796499000,,,6173803534000
10033,2165-09-20,07:05:16,362,159,N,N,-1.4858,0.1074,-0.8447,86.8,0,0,-2,-106,6176326550000,,,6176329154000,,,6176331758000
10034,2166-02-15,01:11:40,363,126,P,P,-0.5402,1.9109,0.8233,349.8,194.9,0,12,-13,6189084643000,6189089290000,,6189095137000,,6189100984000,6189105631000
10035,2166-08-11,15:17:07,364,131,T,T,0.3273,2.2456,1.2688,324.1,206.3,73.3,-15,134,6204428940000,6204432474000,6204436464000,6204438663000,6204440862000,6204444852000,6204448386000
10036,2167-02-04,05:41:32,365,136,T,T+,0.1772,2.5517,1.5143,346.4,219.4,93.8,16,-80,6219686535000,6219690345000,6219694113000,6219696927000,6219699741000,6219703509000,6219707319000
10037,2167-08-01,01:28:59,366,141,T,T,-0.4536,2.0407,1.0108,340.5,203.6,16.6,-18,-19,6235050758000,6235054865000,6235060475000,6235060973000,6235061471000,6235067081000,6235071188000
10038,2168-01-24,17:17:30,367,146,P,P,0.8487,1.294,0.3073,273.4,117.4,0,20,105,6250316081000,6250320761000,,6250324283000,,6250327805000,6250332485000
10039,2168-07-20,04:38:50,368,151,N,N,-1.2454,0.6065,-0.4607,228.9,0,0,-22,-66,6265651095000,,,6265657962000,,,6265664829000
10040,2168-12-14,21:59:24,369,118,N,N,-1.1945,0.6565,-0.3242,206.9,0,0,22,31,6278414988000,,,6278421195000,,,6278427402000
10041,2169-01-13,08:43:52,369,156,N,N,1.4794,0.1288,-0.8423,95.1,0,0,23,-127,6280962610000,,,6280965463000,,,6280968316000
